reading test data from : satellite_test_adj.txt
handling NNC with K:3
test_object =     0, predicted_class =   2, true_class =   2, nn =     5, distance =    1.28, accuracy = 1.00
test_object =   785, predicted_class =   6, true_class =   6, nn =  1779, distance =    0.83, accuracy = 1.00
test_object =   786, predicted_class =   6, true_class =   6, nn =  2126, distance =    0.88, accuracy = 1.00
test_object =   787, predicted_class =   6, true_class =   6, nn =  2034, distance =    0.92, accuracy = 1.00
test_object =   788, predicted_class =   6, true_class =   6, nn =  1366, distance =    1.18, accuracy = 1.00
test_object =   789, predicted_class =   6, true_class =   6, nn =  1667, distance =    1.00, accuracy = 1.00
test_object =   790, predicted_class =   3, true_class =   6, nn =  2488, distance =    1.39, accuracy = 0.00
test_object =   791, predicted_class =   6, true_class =   6, nn =  1674, distance =    1.22, accuracy = 1.00
test_object =   792, predicted_class =   4, true_class =   4, nn =  1736, distance =    1.09, accuracy = 1.00
test_object =   793, predicted_class =   4, true_class =   4, nn =  1738, distance =    1.16, accuracy = 1.00
test_object =   794, predicted_class =   6, true_class =   3, nn =   622, distance =    1.28, accuracy = 0.00
test_object =   795, predicted_class =   3, true_class =   3, nn =  1848, distance =    1.40, accuracy = 1.00
test_object =   796, predicted_class =   1, true_class =   1, nn =  1853, distance =    1.05, accuracy = 1.00
test_object =   797, predicted_class =   1, true_class =   1, nn =  1007, distance =    1.78, accuracy = 1.00
test_object =   798, predicted_class =   1, true_class =   1, nn =  1574, distance =    1.22, accuracy = 1.00
test_object =   799, predicted_class =   1, true_class =   1, nn =  1697, distance =    1.69, accuracy = 1.00
test_object =   800, predicted_class =   1, true_class =   1, nn =  1066, distance =    1.58, accuracy = 1.00
test_object =   801, predicted_class =   2, true_class =   2, nn =  1698, distance =    1.07, accuracy = 1.00
test_object =   802, predicted_class =   2, true_class =   2, nn =  1755, distance =    1.13, accuracy = 1.00
test_object =   803, predicted_class =   2, true_class =   2, nn =  1699, distance =    0.91, accuracy = 1.00
test_object =   804, predicted_class =   2, true_class =   2, nn =   281, distance =    1.14, accuracy = 1.00
test_object =   805, predicted_class =   2, true_class =   3, nn =   422, distance =    0.99, accuracy = 0.00
test_object =   806, predicted_class =   3, true_class =   3, nn =  1761, distance =    1.20, accuracy = 1.00
test_object =   807, predicted_class =   3, true_class =   3, nn =  2165, distance =    1.42, accuracy = 1.00
test_object =   808, predicted_class =   6, true_class =   6, nn =  1768, distance =    0.85, accuracy = 1.00
test_object =   809, predicted_class =   6, true_class =   6, nn =  3234, distance =    0.87, accuracy = 1.00
test_object =   810, predicted_class =   6, true_class =   6, nn =  2074, distance =    0.83, accuracy = 1.00
test_object =   811, predicted_class =   6, true_class =   6, nn =  1979, distance =    0.86, accuracy = 1.00
test_object =   812, predicted_class =   6, true_class =   6, nn =  2072, distance =    1.00, accuracy = 1.00
test_object =   813, predicted_class =   6, true_class =   6, nn =  2072, distance =    0.98, accuracy = 1.00
test_object =   814, predicted_class =   6, true_class =   6, nn =  1428, distance =    0.96, accuracy = 1.00
test_object =   815, predicted_class =   6, true_class =   6, nn =  3228, distance =    1.05, accuracy = 1.00
test_object =   816, predicted_class =   6, true_class =   6, nn =  2073, distance =    0.92, accuracy = 1.00
test_object =   817, predicted_class =   6, true_class =   6, nn =  2080, distance =    0.92, accuracy = 1.00
test_object =   818, predicted_class =   6, true_class =   6, nn =   510, distance =    1.16, accuracy = 1.00
test_object =   819, predicted_class =   6, true_class =   6, nn =  1319, distance =    1.38, accuracy = 1.00
test_object =   820, predicted_class =   6, true_class =   6, nn =  1784, distance =    0.91, accuracy = 1.00
test_object =   821, predicted_class =   3, true_class =   6, nn =  1174, distance =    1.14, accuracy = 0.00
test_object =   822, predicted_class =   3, true_class =   3, nn =  1844, distance =    1.55, accuracy = 1.00
test_object =   823, predicted_class =   6, true_class =   3, nn =  2265, distance =    1.31, accuracy = 0.00
test_object =   824, predicted_class =   1, true_class =   1, nn =  1853, distance =    1.08, accuracy = 1.00
test_object =   825, predicted_class =   1, true_class =   1, nn =  1854, distance =    1.08, accuracy = 1.00
test_object =   826, predicted_class =   1, true_class =   1, nn =  1855, distance =    1.44, accuracy = 1.00
test_object =   827, predicted_class =   1, true_class =   1, nn =  1754, distance =    1.75, accuracy = 1.00
test_object =   828, predicted_class =   2, true_class =   2, nn =  1755, distance =    1.04, accuracy = 1.00
test_object =   829, predicted_class =   2, true_class =   2, nn =  1807, distance =    0.80, accuracy = 1.00
test_object =   830, predicted_class =   2, true_class =   2, nn =  1756, distance =    1.16, accuracy = 1.00
test_object =   831, predicted_class =   2, true_class =   2, nn =  1702, distance =    1.08, accuracy = 1.00
test_object =   832, predicted_class =   2, true_class =   2, nn =    99, distance =    1.13, accuracy = 1.00
test_object =   833, predicted_class =   6, true_class =   6, nn =  1763, distance =    1.39, accuracy = 1.00
test_object =   834, predicted_class =   6, true_class =   6, nn =  1923, distance =    1.04, accuracy = 1.00
test_object =   835, predicted_class =   6, true_class =   6, nn =  3233, distance =    0.72, accuracy = 1.00
test_object =   836, predicted_class =   6, true_class =   6, nn =  2351, distance =    0.92, accuracy = 1.00
test_object =   837, predicted_class =   6, true_class =   6, nn =  2441, distance =    0.75, accuracy = 1.00
test_object =   838, predicted_class =   6, true_class =   6, nn =  1428, distance =    0.83, accuracy = 1.00
test_object =   839, predicted_class =   6, true_class =   6, nn =  2073, distance =    0.78, accuracy = 1.00
test_object =   840, predicted_class =   6, true_class =   6, nn =  2231, distance =    1.01, accuracy = 1.00
test_object =   841, predicted_class =   6, true_class =   6, nn =  1724, distance =    0.95, accuracy = 1.00
test_object =   842, predicted_class =   6, true_class =   6, nn =  1310, distance =    0.87, accuracy = 1.00
test_object =   843, predicted_class =   6, true_class =   6, nn =  1782, distance =    1.08, accuracy = 1.00
test_object =   844, predicted_class =   6, true_class =   6, nn =  2694, distance =    0.96, accuracy = 1.00
test_object =   845, predicted_class =   2, true_class =   6, nn =  2413, distance =    1.24, accuracy = 0.00
test_object =   846, predicted_class =   6, true_class =   3, nn =  2232, distance =    1.27, accuracy = 0.00
test_object =   847, predicted_class =   1, true_class =   1, nn =  1905, distance =    1.17, accuracy = 1.00
test_object =   848, predicted_class =   1, true_class =   1, nn =  1801, distance =    1.03, accuracy = 1.00
test_object =   849, predicted_class =   1, true_class =   1, nn =  1517, distance =    1.73, accuracy = 1.00
test_object =   850, predicted_class =   4, true_class =   1, nn =  4001, distance =    3.29, accuracy = 0.00
test_object =   851, predicted_class =   2, true_class =   2, nn =  1020, distance =    1.15, accuracy = 1.00
test_object =   852, predicted_class =   3, true_class =   3, nn =  1813, distance =    1.24, accuracy = 1.00
test_object =   853, predicted_class =   2, true_class =   3, nn =   414, distance =    1.06, accuracy = 0.00
test_object =   854, predicted_class =   2, true_class =   3, nn =   670, distance =    1.06, accuracy = 0.00
test_object =   855, predicted_class =   6, true_class =   6, nn =  1928, distance =    0.84, accuracy = 1.00
test_object =   856, predicted_class =   6, true_class =   6, nn =  2126, distance =    0.84, accuracy = 1.00
test_object =   857, predicted_class =   6, true_class =   6, nn =  2074, distance =    0.82, accuracy = 1.00
test_object =   858, predicted_class =   6, true_class =   6, nn =  1537, distance =    0.96, accuracy = 1.00
test_object =   859, predicted_class =   6, true_class =   6, nn =  1886, distance =    0.87, accuracy = 1.00
test_object =   860, predicted_class =   6, true_class =   6, nn =  1886, distance =    0.92, accuracy = 1.00
test_object =   861, predicted_class =   6, true_class =   6, nn =  2535, distance =    0.83, accuracy = 1.00
test_object =   862, predicted_class =   3, true_class =   6, nn =  2627, distance =    1.19, accuracy = 0.00
test_object =   863, predicted_class =   6, true_class =   3, nn =  3041, distance =    1.17, accuracy = 0.00
test_object =   864, predicted_class =   6, true_class =   3, nn =  2850, distance =    1.29, accuracy = 0.00
test_object =   865, predicted_class =   1, true_class =   1, nn =  1850, distance =    1.51, accuracy = 1.00
test_object =   866, predicted_class =   1, true_class =   1, nn =  1800, distance =    1.19, accuracy = 1.00
test_object =   867, predicted_class =   1, true_class =   1, nn =  1801, distance =    1.16, accuracy = 1.00
test_object =   868, predicted_class =   6, true_class =   3, nn =  2994, distance =    1.22, accuracy = 0.00
test_object =   869, predicted_class =   2, true_class =   2, nn =  1755, distance =    1.32, accuracy = 1.00
test_object =   870, predicted_class =   2, true_class =   2, nn =  1863, distance =    1.14, accuracy = 1.00
test_object =   871, predicted_class =   2, true_class =   2, nn =   724, distance =    1.32, accuracy = 1.00
test_object =   872, predicted_class =   2, true_class =   2, nn =  1913, distance =    1.21, accuracy = 1.00
test_object =   873, predicted_class =   2, true_class =   3, nn =   159, distance =    1.11, accuracy = 0.00
test_object =   874, predicted_class =   2, true_class =   3, nn =   493, distance =    1.00, accuracy = 0.00
test_object =   875, predicted_class =   2, true_class =   3, nn =   365, distance =    1.16, accuracy = 0.00
test_object =   876, predicted_class =   6, true_class =   6, nn =  1145, distance =    1.25, accuracy = 1.00
test_object =   877, predicted_class =   6, true_class =   6, nn =  2126, distance =    0.72, accuracy = 1.00
test_object =   878, predicted_class =   6, true_class =   6, nn =  2129, distance =    0.94, accuracy = 1.00
test_object =   879, predicted_class =   6, true_class =   6, nn =  1664, distance =    0.96, accuracy = 1.00
test_object =   880, predicted_class =   6, true_class =   6, nn =  1924, distance =    0.93, accuracy = 1.00
test_object =   881, predicted_class =   6, true_class =   6, nn =  2038, distance =    0.80, accuracy = 1.00
test_object =   882, predicted_class =   6, true_class =   6, nn =  1892, distance =    0.90, accuracy = 1.00
test_object =   883, predicted_class =   1, true_class =   1, nn =  1903, distance =    1.50, accuracy = 1.00
test_object =   884, predicted_class =   1, true_class =   1, nn =  1750, distance =    1.80, accuracy = 1.00
test_object =   885, predicted_class =   1, true_class =   1, nn =  1954, distance =    1.43, accuracy = 1.00
test_object =   886, predicted_class =   1, true_class =   1, nn =  1954, distance =    1.32, accuracy = 1.00
test_object =   887, predicted_class =   2, true_class =   2, nn =  1398, distance =    1.15, accuracy = 1.00
test_object =   888, predicted_class =   3, true_class =   3, nn =  2016, distance =    0.98, accuracy = 1.00
test_object =   889, predicted_class =   6, true_class =   6, nn =  2154, distance =    0.86, accuracy = 1.00
test_object =   890, predicted_class =   6, true_class =   6, nn =  1774, distance =    0.85, accuracy = 1.00
test_object =   891, predicted_class =   6, true_class =   6, nn =  2352, distance =    0.73, accuracy = 1.00
test_object =   892, predicted_class =   6, true_class =   6, nn =  2155, distance =    0.91, accuracy = 1.00
test_object =   893, predicted_class =   6, true_class =   6, nn =  2134, distance =    0.84, accuracy = 1.00
test_object =   894, predicted_class =   6, true_class =   6, nn =  3233, distance =    0.88, accuracy = 1.00
test_object =   895, predicted_class =   6, true_class =   6, nn =  1656, distance =    0.80, accuracy = 1.00
test_object =   896, predicted_class =   6, true_class =   6, nn =  2792, distance =    0.99, accuracy = 1.00
test_object =   897, predicted_class =   6, true_class =   3, nn =  1319, distance =    1.11, accuracy = 0.00
test_object =   898, predicted_class =   3, true_class =   3, nn =  1950, distance =    1.52, accuracy = 1.00
test_object =   899, predicted_class =   3, true_class =   3, nn =  1951, distance =    1.30, accuracy = 1.00
test_object =   900, predicted_class =   1, true_class =   1, nn =  1952, distance =    1.30, accuracy = 1.00
test_object =   901, predicted_class =   1, true_class =   1, nn =  2003, distance =    1.83, accuracy = 1.00
test_object =   902, predicted_class =   2, true_class =   2, nn =   678, distance =    1.94, accuracy = 1.00
test_object =   903, predicted_class =   2, true_class =   2, nn =   572, distance =    1.38, accuracy = 1.00
test_object =   904, predicted_class =   3, true_class =   3, nn =  1971, distance =    1.10, accuracy = 1.00
