 3
reading data..
reading trainig data from : pendigits_training.txt
reading test data from : pendigits_test.txt
handling NNC with K:3
test_object =     0, predicted_class =   8, true_class =   8, nn =   270, distance =    0.75, accuracy = 1.00
test_object =  1077, predicted_class =   1, true_class =   1, nn =  5780, distance =    0.66, accuracy = 1.00
test_object =  1078, predicted_class =   7, true_class =   7, nn =  5902, distance =    1.17, accuracy = 1.00
test_object =  1079, predicted_class =   3, true_class =   3, nn =  3728, distance =    0.89, accuracy = 1.00
test_object =  1080, predicted_class =   5, true_class =   5, nn =   500, distance =    1.16, accuracy = 1.00
test_object =  1081, predicted_class =   1, true_class =   1, nn =  3874, distance =    0.42, accuracy = 1.00
test_object =  1082, predicted_class =   6, true_class =   6, nn =  3851, distance =    0.78, accuracy = 1.00
test_object =  1083, predicted_class =   0, true_class =   0, nn =  3085, distance =    0.93, accuracy = 1.00
test_object =  1084, predicted_class =   5, true_class =   5, nn =  5528, distance =    0.93, accuracy = 1.00
test_object =  1085, predicted_class =   5, true_class =   5, nn =  4198, distance =    0.84, accuracy = 1.00
test_object =  1086, predicted_class =   8, true_class =   8, nn =  4790, distance =    1.28, accuracy = 1.00
test_object =  1087, predicted_class =   7, true_class =   7, nn =    14, distance =    1.11, accuracy = 1.00
test_object =  1088, predicted_class =   9, true_class =   9, nn =  5127, distance =    1.75, accuracy = 1.00
test_object =  1089, predicted_class =   5, true_class =   5, nn =  1242, distance =    0.87, accuracy = 1.00
test_object =  1090, predicted_class =   7, true_class =   7, nn =  6647, distance =    0.47, accuracy = 1.00
test_object =  1091, predicted_class =   2, true_class =   2, nn =  4875, distance =    0.71, accuracy = 1.00
test_object =  1092, predicted_class =   8, true_class =   8, nn =  5654, distance =    1.18, accuracy = 1.00
test_object =  1093, predicted_class =   9, true_class =   9, nn =  2013, distance =    0.90, accuracy = 1.00
test_object =  1094, predicted_class =   6, true_class =   6, nn =   723, distance =    0.37, accuracy = 1.00
test_object =  1095, predicted_class =   4, true_class =   4, nn =  3693, distance =    0.59, accuracy = 1.00
test_object =  1096, predicted_class =   7, true_class =   7, nn =  2461, distance =    0.86, accuracy = 1.00
test_object =  1097, predicted_class =   1, true_class =   1, nn =  2529, distance =    0.60, accuracy = 1.00
test_object =  1098, predicted_class =   2, true_class =   2, nn =  3425, distance =    0.71, accuracy = 1.00
test_object =  1099, predicted_class =   7, true_class =   7, nn =  2259, distance =    0.42, accuracy = 1.00
test_object =  1100, predicted_class =   2, true_class =   2, nn =  5561, distance =    0.50, accuracy = 1.00
test_object =  1101, predicted_class =   7, true_class =   7, nn =  7274, distance =    1.09, accuracy = 1.00
test_object =  1102, predicted_class =   6, true_class =   6, nn =   483, distance =    0.62, accuracy = 1.00
test_object =  1103, predicted_class =   2, true_class =   2, nn =  2867, distance =    0.63, accuracy = 1.00
test_object =  1104, predicted_class =   8, true_class =   8, nn =  6223, distance =    0.87, accuracy = 1.00
test_object =  1105, predicted_class =   3, true_class =   3, nn =  3413, distance =    0.95, accuracy = 1.00
test_object =  1106, predicted_class =   1, true_class =   1, nn =  2678, distance =    1.37, accuracy = 1.00
test_object =  1107, predicted_class =   0, true_class =   0, nn =  7077, distance =    0.67, accuracy = 1.00
test_object =  1108, predicted_class =   2, true_class =   2, nn =  2418, distance =    0.55, accuracy = 1.00
test_object =  1109, predicted_class =   1, true_class =   1, nn =   672, distance =    0.93, accuracy = 1.00
test_object =  1110, predicted_class =   9, true_class =   9, nn =   198, distance =    1.04, accuracy = 1.00
test_object =  1111, predicted_class =   5, true_class =   5, nn =  1992, distance =    0.95, accuracy = 1.00
test_object =  1112, predicted_class =   0, true_class =   0, nn =   241, distance =    0.70, accuracy = 1.00
test_object =  1113, predicted_class =   9, true_class =   9, nn =  5792, distance =    0.78, accuracy = 1.00
test_object =  1114, predicted_class =   1, true_class =   1, nn =  6465, distance =    0.47, accuracy = 1.00
test_object =  1115, predicted_class =   6, true_class =   6, nn =  1479, distance =    0.51, accuracy = 1.00
test_object =  1116, predicted_class =   8, true_class =   8, nn =  3504, distance =    1.18, accuracy = 1.00
test_object =  1117, predicted_class =   1, true_class =   1, nn =   832, distance =    0.57, accuracy = 1.00
test_object =  1118, predicted_class =   2, true_class =   2, nn =  6928, distance =    0.77, accuracy = 1.00
test_object =  1119, predicted_class =   4, true_class =   4, nn =  5505, distance =    1.09, accuracy = 1.00
test_object =  1120, predicted_class =   1, true_class =   1, nn =  1720, distance =    0.44, accuracy = 1.00
test_object =  1121, predicted_class =   4, true_class =   4, nn =  3183, distance =    0.65, accuracy = 1.00
test_object =  1122, predicted_class =   6, true_class =   6, nn =  6560, distance =    0.57, accuracy = 1.00
test_object =  1123, predicted_class =   4, true_class =   1, nn =  5147, distance =    1.19, accuracy = 0.00
test_object =  1124, predicted_class =   8, true_class =   8, nn =  1151, distance =    0.97, accuracy = 1.00
test_object =  1125, predicted_class =   7, true_class =   7, nn =  5777, distance =    0.45, accuracy = 1.00
test_object =  1126, predicted_class =   9, true_class =   9, nn =  3377, distance =    0.91, accuracy = 1.00
test_object =  1127, predicted_class =   2, true_class =   2, nn =   922, distance =    0.56, accuracy = 1.00
test_object =  1128, predicted_class =   7, true_class =   7, nn =  1274, distance =    0.91, accuracy = 1.00
test_object =  1129, predicted_class =   8, true_class =   8, nn =  2879, distance =    1.04, accuracy = 1.00
test_object =  1130, predicted_class =   1, true_class =   9, nn =  1276, distance =    1.44, accuracy = 0.00
test_object =  1131, predicted_class =   3, true_class =   3, nn =  5931, distance =    0.92, accuracy = 1.00
test_object =  1132, predicted_class =   3, true_class =   3, nn =  3451, distance =    1.17, accuracy = 1.00
test_object =  1133, predicted_class =   2, true_class =   2, nn =  7043, distance =    0.58, accuracy = 1.00
test_object =  1134, predicted_class =   8, true_class =   8, nn =  6456, distance =    1.51, accuracy = 1.00
test_object =  1135, predicted_class =   9, true_class =   9, nn =  4594, distance =    0.85, accuracy = 1.00
test_object =  1136, predicted_class =   3, true_class =   3, nn =  6854, distance =    0.60, accuracy = 1.00
test_object =  1137, predicted_class =   9, true_class =   9, nn =  4038, distance =    1.27, accuracy = 1.00
test_object =  1138, predicted_class =   5, true_class =   5, nn =   375, distance =    0.92, accuracy = 1.00
test_object =  1139, predicted_class =   8, true_class =   8, nn =   738, distance =    0.71, accuracy = 1.00
test_object =  1140, predicted_class =   4, true_class =   4, nn =  6167, distance =    1.07, accuracy = 1.00
test_object =  1141, predicted_class =   4, true_class =   4, nn =  1747, distance =    1.13, accuracy = 1.00
test_object =  1142, predicted_class =   7, true_class =   7, nn =  2893, distance =    0.96, accuracy = 1.00
test_object =  1143, predicted_class =   3, true_class =   3, nn =  1619, distance =    0.55, accuracy = 1.00
test_object =  1144, predicted_class =   6, true_class =   6, nn =   680, distance =    0.41, accuracy = 1.00
test_object =  1145, predicted_class =   5, true_class =   5, nn =    41, distance =    0.83, accuracy = 1.00
test_object =  1146, predicted_class =   7, true_class =   7, nn =  5096, distance =    0.65, accuracy = 1.00
test_object =  1147, predicted_class =   2, true_class =   2, nn =  6284, distance =    1.09, accuracy = 1.00
test_object =  1148, predicted_class =   7, true_class =   7, nn =   317, distance =    0.67, accuracy = 1.00
test_object =  1149, predicted_class =   8, true_class =   8, nn =   584, distance =    1.30, accuracy = 1.00
test_object =  1150, predicted_class =   9, true_class =   9, nn =  5171, distance =    1.53, accuracy = 1.00
test_object =  1151, predicted_class =   7, true_class =   7, nn =  4267, distance =    0.88, accuracy = 1.00
test_object =  1152, predicted_class =   8, true_class =   8, nn =  3794, distance =    1.48, accuracy = 1.00
test_object =  1153, predicted_class =   0, true_class =   0, nn =  3646, distance =    0.69, accuracy = 1.00
test_object =  1154, predicted_class =   8, true_class =   8, nn =  6504, distance =    0.99, accuracy = 1.00
test_object =  1155, predicted_class =   6, true_class =   6, nn =  2479, distance =    0.51, accuracy = 1.00
test_object =  1156, predicted_class =   4, true_class =   4, nn =  4621, distance =    0.88, accuracy = 1.00
test_object =  1157, predicted_class =   1, true_class =   1, nn =  6690, distance =    0.48, accuracy = 1.00
test_object =  1158, predicted_class =   6, true_class =   6, nn =   608, distance =    1.10, accuracy = 1.00
test_object =  1159, predicted_class =   0, true_class =   0, nn =  1734, distance =    0.34, accuracy = 1.00
test_object =  1160, predicted_class =   4, true_class =   4, nn =  6627, distance =    0.65, accuracy = 1.00
test_object =  1161, predicted_class =   4, true_class =   4, nn =  5804, distance =    1.08, accuracy = 1.00
test_object =  1162, predicted_class =   3, true_class =   3, nn =   222, distance =    0.68, accuracy = 1.00
test_object =  1163, predicted_class =   3, true_class =   3, nn =  6383, distance =    0.68, accuracy = 1.00
test_object =  1164, predicted_class =   1, true_class =   1, nn =  6059, distance =    0.72, accuracy = 1.00
test_object =  1165, predicted_class =   3, true_class =   3, nn =   836, distance =    0.84, accuracy = 1.00
test_object =  1166, predicted_class =   2, true_class =   2, nn =  7136, distance =    0.54, accuracy = 1.00
test_object =  1167, predicted_class =   8, true_class =   8, nn =  5033, distance =    1.16, accuracy = 1.00
test_object =  1168, predicted_class =   8, true_class =   8, nn =  3370, distance =    0.87, accuracy = 1.00
test_object =  1169, predicted_class =   6, true_class =   6, nn =  5558, distance =    0.60, accuracy = 1.00
test_object =  1170, predicted_class =   5, true_class =   5, nn =  1923, distance =    0.66, accuracy = 1.00
test_object =  1171, predicted_class =   5, true_class =   5, nn =   298, distance =    1.02, accuracy = 1.00
test_object =  1172, predicted_class =   2, true_class =   2, nn =  4480, distance =    0.61, accuracy = 1.00
test_object =  1173, predicted_class =   4, true_class =   4, nn =  1817, distance =    0.77, accuracy = 1.00
test_object =  1174, predicted_class =   1, true_class =   1, nn =   739, distance =    0.60, accuracy = 1.00
test_object =  1175, predicted_class =   0, true_class =   0, nn =   241, distance =    0.82, accuracy = 1.00
test_object =  1176, predicted_class =   9, true_class =   9, nn =   715, distance =    1.16, accuracy = 1.00
test_object =  1177, predicted_class =   6, true_class =   6, nn =  1035, distance =    0.79, accuracy = 1.00
test_object =  1178, predicted_class =   2, true_class =   2, nn =  2365, distance =    0.70, accuracy = 1.00
test_object =  1179, predicted_class =   7, true_class =   7, nn =   212, distance =    0.70, accuracy = 1.00
test_object =  1180, predicted_class =   2, true_class =   2, nn =  2083, distance =    0.71, accuracy = 1.00
test_object =  1181, predicted_class =   2, true_class =   2, nn =  7136, distance =    0.71, accuracy = 1.00
test_object =  1182, predicted_class =   2, true_class =   2, nn =  5335, distance =    0.75, accuracy = 1.00
test_object =  1183, predicted_class =   2, true_class =   2, nn =  2418, distance =    0.60, accuracy = 1.00
test_object =  1184, predicted_class =   7, true_class =   7, nn =  4125, distance =    0.55, accuracy = 1.00
test_object =  1185, predicted_class =   6, true_class =   6, nn =  5375, distance =    0.80, accuracy = 1.00
test_object =  1186, predicted_class =   9, true_class =   9, nn =  6438, distance =    1.26, accuracy = 1.00
test_object =  1187, predicted_class =   0, true_class =   0, nn =  1446, distance =    0.84, accuracy = 1.00
test_object =  1188, predicted_class =   2, true_class =   2, nn =  5561, distance =    0.50, accuracy = 1.00
test_object =  1189, predicted_class =   3, true_class =   3, nn =  4333, distance =    0.93, accuracy = 1.00
test_object =  1190, predicted_class =   2, true_class =   2, nn =  7161, distance =    0.59, accuracy = 1.00
test_object =  1191, predicted_class =   6, true_class =   6, nn =  1466, distance =    0.77, accuracy = 1.00
test_object =  1192, predicted_class =   1, true_class =   7, nn =  3742, distance =    2.05, accuracy = 0.00
test_object =  1193, predicted_class =   3, true_class =   3, nn =   567, distance =    0.45, accuracy = 1.00
test_object =  1194, predicted_class =   7, true_class =   7, nn =  6671, distance =    0.76, accuracy = 1.00
test_object =  1195, predicted_class =   2, true_class =   2, nn =   949, distance =    0.61, accuracy = 1.00
test_object =  1196, predicted_class =   8, true_class =   8, nn =   270, distance =    0.57, accuracy = 1.00
test_object =  1197, predicted_class =   3, true_class =   3, nn =  5660, distance =    0.60, accuracy = 1.00
test_object =  1198, predicted_class =   4, true_class =   4, nn =  3502, distance =    0.89, accuracy = 1.00
